session_id,user_id,product_id,timestamp,tipo_de_acao
25285cf4-1325-4f6a-9c1c-e5263d7d741d,e96f1d4f-fe8e-4e34-b60f-378bda90d812,b1a4dbca-23db-4f71-834a-51a48d15264f,2024-05-02 22:47:21,visualizacao
958e16a8-4e2f-41fc-bcad-d8043f32cd64,f6d4cf11-a8e1-44bb-b7a5-b601dfb474e7,12547ef5-5350-4d23-a157-2be5ab80e0b1,2024-05-05 01:56:12,compra
ee366491-eef1-49ce-bde7-4f413062e34d,70002a24-a0e4-480c-857a-4cfa9f3193f6,b184d8a4-67f4-4399-b0f1-e092a8b8bfd4,2024-04-02 10:31:19,visualizacao
5db0d171-0d7c-4510-8768-4b9f741ed925,2b1ff7e9-4b1f-49b4-ac83-5576fc60be8b,d74086eb-abb2-45b4-b288-e6a6be85aeee,2024-04-08 02:53:40,adicionar_ao_carrinho
1a0af4c8-8ea1-4fec-acf1-dae588c12657,79013169-e9e6-45e4-8d9b-9bd24107b895,7caa0332-f684-4813-bb41-cb2c713e8f89,2024-03-05 17:48:01,compra
8cff71e5-0f8a-43a0-baa0-7d3f5be8b227,63601ffd-148b-4c83-afb6-44d81ca2d51f,b1a4dbca-23db-4f71-834a-51a48d15264f,2024-04-07 11:14:55,compra
79a5f880-4ca9-4d53-ac27-a180eacb4ba2,a8d4929c-4a30-4b25-ac83-dd3edb62f02e,72ddf0f9-be47-419e-98c7-7e1ff19b470c,2024-04-19 15:33:50,visualizacao
2c111427-05e3-47b7-ab26-c30477b4b653,107d7689-fe5d-4392-8db8-c1412f70a5d5,f45e663b-c546-4098-a8bb-2dd86b6aaed5,2024-03-04 14:51:10,compra
a1fc4db1-4648-467c-bab5-66d1edd303a1,a75dfdc1-9f64-46d7-8dca-3fd0b07efb8d,77bc4bc5-b59f-40b9-9898-ef160ed9b40f,2024-05-11 12:23:08,compra
ab93ee11-a086-4d7a-a1d7-ec8d09ca48d9,43aa5c0d-4f5c-4aad-a155-31c93556fdd6,c51d795f-b605-494e-8867-ab366da1b7f3,2024-05-04 23:07:55,adicionar_ao_carrinho
f13c6c30-fa19-4495-885a-55a2468fcc08,57f82cb2-7ccc-4909-af35-4eda74d39c57,36a32512-3ecf-4279-8e8e-b0ddc7e966a2,2024-02-15 20:54:59,compra
373d1580-8316-46c2-85f1-d8d3fef24bc4,de7c9136-a8c0-4bb6-bb25-ca392641abb0,c38c1e25-a7d6-4b31-bba1-701ced071628,2024-01-21 09:57:01,visualizacao
be92f5d9-2807-4a52-922f-b49d7d63c8a2,e364fba4-7463-4c0f-8ae1-7f819d8a46af,6012f60e-4eb6-468f-8fef-0aad7d7363ed,2024-03-21 00:51:29,compra
660b142b-4a06-4936-981d-2ceadf4f0743,09b6a16e-69f0-4387-9bb3-019233c58c1f,910a13bf-54b3-4f49-a4c2-1b84dac91f98,2024-04-15 16:06:23,compra
b16e50c2-aa34-4356-9f8e-828cb38c4bce,3bfc2c7e-32dd-4acd-b436-95450110e6b2,01a51561-79a3-4248-8779-183776e03a96,2024-01-10 06:53:40,compra
32a9884c-9b43-452b-993b-b0c62fc4c5fa,3ead5ced-53ef-45d4-b394-aa5ed1690166,e62daef1-2e68-4a8a-99b4-66a2c542f4ff,2024-05-06 18:43:41,compra
146af9cf-84c0-4ed9-9d4e-06c0fc4019c3,a99a5633-962e-4dc7-a139-64fb72618ee8,7329a8a1-ecb8-43e2-990c-30c39d2af6f5,2024-01-24 23:56:32,compra
4ada7418-e42d-4201-afa6-3a51c0995155,9e3bdd5c-eb4b-4b6a-b8bc-6f57208bf7e1,93ea1001-460a-4ec3-a253-e49df3f73c36,2024-01-25 04:12:06,adicionar_ao_carrinho
484f90dd-3388-463a-97e1-e5ed964253fe,a963330a-3fa7-491a-8d6a-45d4ad26c58a,156b40b5-6e4e-4b3d-9ce7-2d799fd41216,2024-01-26 07:44:00,compra
3f9a4f95-2d6d-4d5c-a11d-4f4cc6be28f5,abe7ac7b-89e6-48a4-9558-d509dcd55693,a876b870-25b4-4fd3-b281-c3ef7682aa69,2024-04-24 03:20:32,visualizacao
b6cb81f5-2688-4f4b-8c58-124eb5048c4b,036a6b6c-80d0-4315-a104-6974f5500c41,a5c2243b-e6fb-419a-ac49-0fe508e84652,2024-01-30 12:46:50,compra
a28c6d72-ade5-42d2-8e5a-54bb3e8db8ea,b33430ab-be27-4b52-bb87-a4e622ce4a3a,3bc0c1a5-05f2-46d2-9879-8eaab6afd81e,2024-01-26 04:10:05,compra
9bd722ce-ec8f-4655-abaf-6d6bf13d554d,9963e07f-a527-4ee5-9a31-8cc5cfc5056f,8bd37dd0-3d7a-447d-be91-e802f4fe470a,2024-01-25 23:12:46,compra
0030b825-3048-4496-9832-bcbf763ab99b,b51f8cd8-9b21-4f1b-9e10-a1d78cebd377,02364a80-2fd9-41c6-ab10-3c3a2c32e06a,2024-01-10 07:15:47,compra
8bc27042-3755-4ce3-b25a-0af61cf4f8b9,868f1773-10ae-401f-be3b-e18629d0b07b,d5bfadfb-23dd-4939-9f75-fcff3b7bd65d,2024-02-02 06:46:21,visualizacao
a502e8af-6e96-4b3d-8ecf-83fa489a2f96,a04ab260-fc62-4edc-855f-88ad7eb7ecd6,233ceb8b-af4b-4810-833d-08a865b648e4,2024-01-27 04:03:31,adicionar_ao_carrinho
28735b32-3de3-4bf1-86ea-9dff758b665d,8ebcfc29-0703-4291-b9ba-b2cf4e969a1c,ca452b3b-0c2a-4bf9-b0bc-b9410c35ad9d,2024-04-06 13:13:51,adicionar_ao_carrinho
e3fe18f2-5a89-486f-81d9-c9cd9e61ae86,1fe10b05-53db-492e-a2f3-8213db333f6e,bd0ecf77-6d31-4a69-9ec4-ce7edf19c840,2024-03-09 04:23:49,visualizacao
8afec06d-809b-4e7e-a22f-523eae6eedc3,d6fa61b9-8254-41e0-9556-f5d02ea3de13,23844051-ad2f-4c5c-8dd7-999373f17ac1,2024-02-03 10:33:37,compra
cdc43f0d-a52f-4e9c-877c-38003a920109,65b53ca6-b848-4653-a257-d23754b3f9c0,97206aee-cd51-491b-a703-5472a15139aa,2024-04-27 03:51:27,visualizacao
3cb9028b-afca-4b23-8e71-ef0bc26f955e,37d84d3d-964a-4d96-8f10-fb14e11d12c7,94fa5490-6957-45f4-9cf0-fd2038cdd1de,2024-02-13 12:18:50,visualizacao
56c4eac2-7a2d-4bb7-8201-dfc4ba3858a9,c1dbd570-907a-4d88-9511-aaea29d33ddf,205c12be-7a62-4b51-a96d-50ce81c42a72,2024-02-24 13:23:23,visualizacao
f0c4e9e2-5c9d-4f1b-9f79-5dc03a8ca350,7d53b74d-245e-4a7b-9c71-6888d18cc676,8ec2d3d5-f57c-4951-8ad8-8f91f68d516e,2024-03-13 13:08:25,compra
9d117b5e-e954-47f0-9591-157a836bfdd1,4000667a-e1ab-4138-97f2-4d4df54a384d,a8b9277b-4a38-4b96-b97b-a490ae392ec0,2024-04-06 01:43:00,compra
53add88c-4305-40fc-947c-b479b0aab1e4,779330b7-8827-4efc-b0c8-0731758aedb4,06dc08a0-f579-479e-bec4-4e73a39de3a2,2024-02-16 17:47:24,compra
817c1abe-4695-4d6e-8cfa-e5334b874959,06fce873-b9a0-4ac9-8fc1-f68f5fb6feac,8ab5f8f2-8d2c-4dfb-a4fb-321fbd2639f0,2024-04-21 22:26:40,visualizacao
b8124654-12ad-4981-ae5f-4fda8fb65b00,ee524dce-8fd3-4251-8272-88681e14aa21,1c76adfc-4cd7-4d61-a7df-f5144ae5bb36,2024-03-08 13:07:23,visualizacao
0376062a-08ff-4900-90ac-a30073faf528,f547a3f8-799d-4a2e-a025-48f7388c2866,43c3232d-c0de-4143-9563-30da871e942f,2024-01-11 15:55:56,adicionar_ao_carrinho
c4a0abf2-f56e-4181-b18b-f0fb6efa6e84,ef12e536-0110-4710-9825-da0d1bc6945f,5a8c494c-4daa-4b64-9d67-63c891b7bc6b,2024-01-03 19:53:31,visualizacao
e5784d47-6060-4637-9442-afd5db3b6c87,a4fe5472-8b60-4760-b435-800941197643,038cd9b2-a573-4876-b6ad-eeea46502307,2024-03-17 20:46:41,compra
6d25e5f2-517f-4ae5-8394-2a8ac42be702,b06331fd-0b71-48b9-a3b8-96412cc20741,cc9ef660-ca74-4fc2-8175-b81029c6ce2f,2024-05-02 23:04:23,visualizacao
92d59443-7dcc-4b84-81c0-1b0917a1c707,f632d6e3-bd30-4b65-848a-cb1980ae458f,accdb7bf-bee4-48c7-a64f-1281a50d23de,2024-03-21 17:41:58,visualizacao
99773405-8697-44fe-9938-9958385749b6,f1744afe-f6c1-45ea-8833-66b9e33c5a21,c83e786f-1b6b-44f7-bfd0-23655c0a12d6,2024-01-21 04:13:13,compra
f2a935cb-aeb7-4db8-8cba-1771f2443a44,c3b2aae1-f09f-4d09-923e-3e7df0d14f93,e6cad73b-ef67-4818-863c-24ffa9bd03a2,2024-03-10 11:23:44,visualizacao
e0f8b629-b6ad-4ad6-a8b1-ca8872c5c583,ea691800-7438-4a55-9ef8-1a2f2fb2dcb9,04b01267-81ec-43f0-97a8-7fdc2c007390,2024-03-05 22:59:54,compra
87e004aa-4454-482d-bb35-ad3266e15e10,1d468e27-d8ae-45e6-b345-67ca011837ee,da5547c9-a327-423b-9f45-070f1660b7f4,2024-04-21 16:48:33,adicionar_ao_carrinho
4ef03cfa-3a42-4346-b0fc-ba622461b090,b6c9c8be-4845-466d-97b9-a715d4160d9d,ec7109e9-45cf-4e2b-b088-7739eaf1c777,2024-02-23 05:56:01,compra
5eb8c03e-3596-48ad-9f3e-673c73763999,12e8aed3-54d1-4ede-aa76-0d1b38f71714,05e67a1a-a3c4-45be-8950-efc2fa186472,2024-03-26 15:25:12,adicionar_ao_carrinho
